loc_rowid,pl_name,hostname,default_flag,sy_snum,sy_pnum,sy_mnum,discoverymethod,pl_orbper,pl_orbsmax,pl_radj,pl_bmassj,pl_orbeccen,pl_orbincl,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_lum,st_age,sy_dist,pl_bmass (Msun)
2702,HD 202772 A b,HD 202772 A,1,2,1,0,Transit,3.308958,0.05208,1.545,1.017,0.038,84.51,,6272.0,2.59,1.72,0.3,[Fe/H],0.971,1.7,161.498,0.0009708281999999999
2704,HD 203030 b,HD 203030,1,1,1,0,Imaging,,,1.29,11.0,,,G8 V,,,,,,,0.1,39.2503,0.0105006
2706,HD 20329 b,HD 20329,1,1,1,0,Transit,0.926118,0.018,0.153,0.02335,0.0,76.01,,5596.0,1.13,0.9,-0.07,[Fe/H],0.049,11.0,63.6796,2.228991e-05
2708,HD 203387 b,HD 203387,1,1,2,0,Radial Velocity,512.5352,1.771,,3.48,0.732,,,,,2.82,,,,,61.7477,0.003322008
2709,HD 203387 c,HD 203387,1,1,2,0,Radial Velocity,2481.07227,5.067,,7.485,0.202,158.462,,,,2.82,,,,,61.7477,0.0071451810000000004
2712,HD 2039 b,HD 2039,1,1,1,0,Radial Velocity,1120.0,2.2,,6.29,0.71,,,5945.0,1.19,1.23,0.3,[Fe/H],,,85.6922,0.006004434
2716,HD 204313 b,HD 204313,1,1,3,0,Radial Velocity,2041.11539,3.185,,4.615,0.1,72.917,,,,1.03,,,,,47.7945,0.004405479
2719,HD 204313 c,HD 204313,1,1,3,0,Radial Velocity,34.95875,0.211,,0.054,0.059,,,,,1.03,,,,,47.7945,5.15484e-05
2721,HD 204313 e,HD 204313,1,1,3,0,Radial Velocity,7325.64666,7.457,,15.317,0.253,176.092,,,,1.03,,,,,47.7945,0.0146216082
2723,HD 204941 b,HD 204941,1,2,1,0,Radial Velocity,1733.0,2.55,,0.23,0.37,,,5026.0,0.78,0.58,-0.19,[Fe/H],,,28.7165,0.00021955800000000001
2725,HD 205158 b,HD 205158,1,1,1,0,Radial Velocity,25.33798,0.177,,0.392,0.145,,,,,1.16,,,,,86.6159,0.0003742032
2726,HD 205739 b,HD 205739,1,1,1,0,Radial Velocity,279.8,0.896,,1.37,0.27,,,6176.0,1.33,1.22,0.19,[Fe/H],0.36,2.84,92.5087,0.001307802
2727,HD 206255 b,HD 206255,1,1,1,0,Radial Velocity,96.045,0.461,,0.1076,0.23,,G5 IV/V,5635.0,,1.42,,,,,75.2363,0.00010271496
2728,HD 206610 b,HD 206610,1,1,1,0,Radial Velocity,673.2,1.74,,2.036,0.1,,,4842.0,6.12,1.55,,,,,147.192,0.0019435656
2731,HD 206893 b,HD 206893,1,1,2,0,Imaging,9350.0,9.6,1.25,28.0,0.14,146.8,F5 V,,,1.32,,,,0.155,40.7583,0.0267288
2733,HD 206893 c,HD 206893,1,1,2,0,Imaging,2090.0,3.53,1.46,12.7,0.41,150.9,F5 V,,,1.32,,,,0.155,40.7583,0.01212342
2734,HD 207496 b,HD 207496,1,1,1,0,Transit,6.441008,0.0629,0.201,0.01919,0.231,88.79,K2.5 V,4819.0,0.77,0.8,0.095,[Fe/H],,0.52,23.606,1.8318774e-05
2736,HD 20781 b,HD 20781,1,2,5,0,Radial Velocity,5.3135,0.0529,,0.0061,0.1,,K0 V,5256.0,,0.7,-0.11,[Fe/H],-0.31,,35.9715,5.823060000000001e-06
2737,HD 20781 c,HD 20781,1,2,5,0,Radial Velocity,13.8905,0.1004,,0.0168,0.09,,K0 V,5256.0,,0.7,-0.11,[Fe/H],-0.31,,35.9715,1.603728e-05
2738,HD 20781 d,HD 20781,1,2,5,0,Radial Velocity,29.158,0.1647,,0.0334,0.11,,K0 V,5256.0,,0.7,-0.11,[Fe/H],-0.31,,35.9715,3.188364e-05
2739,HD 20781 e,HD 20781,1,2,5,0,Radial Velocity,85.5073,0.3374,,0.0442,0.06,,K0 V,5256.0,,0.7,-0.11,[Fe/H],-0.31,,35.9715,4.219332e-05
2742,HD 20782 b,HD 20782,1,2,5,0,Radial Velocity,597.0643,1.3649,,1.4878,0.95,,,5782.13,1.13,1.04,-0.054,[M/H],0.107,,35.9864,0.00142025388
2747,HD 207832 b,HD 207832,1,3,2,0,Radial Velocity,160.07,0.586,,0.56,0.197,,G5 V,5726.0,0.89,1.05,0.14,[Fe/H],-0.11,1.36,58.9291,0.000534576
2748,HD 207832 c,HD 207832,1,3,2,0,Radial Velocity,1155.7,2.112,,0.73,0.27,,,5710.0,0.9,0.94,,,-0.112,,58.9291,0.000696858
2749,HD 207897 b,HD 207897,1,1,1,0,Transit,16.20166,0.117,0.209,0.04657,0.0,,,5106.0,0.78,0.82,-0.03,[Fe/H],-0.421,4.7,28.2938,4.4455722e-05
2752,HD 20794 b,HD 20794,1,1,4,0,Radial Velocity,18.315,0.1207,,0.0085,0.0,90.0,G8 V,5401.0,,0.7,-0.4,[Fe/H],,5.76,6.00278,8.1141e-06
2755,HD 20794 c,HD 20794,1,1,4,0,Radial Velocity,40.114,0.2036,,0.0076,0.0,90.0,G8 V,5401.0,,0.7,-0.4,[Fe/H],,5.76,6.00278,7.25496e-06
2757,HD 20794 d,HD 20794,1,1,4,0,Radial Velocity,90.309,0.3499,,0.015,0.0,90.0,G8 V,5401.0,,0.7,-0.4,[Fe/H],,5.76,6.00278,1.4319e-05
2758,HD 20794 e,HD 20794,1,1,4,0,Radial Velocity,147.02,0.509,,0.01501,0.29,,G8,,,0.81,,,,,6.00278,1.4328546000000001e-05
2760,HD 208487 b,HD 208487,1,1,1,0,Radial Velocity,130.08,0.524,,0.52,0.24,,,6067.0,,1.13,0.022,[Fe/H],,,45.147,0.000496392
2762,HD 208527 b,HD 208527,1,1,1,0,Radial Velocity,875.5,2.1,,9.9,0.08,,M1 III,4035.0,51.1,1.6,-0.09,[Fe/H],,2.0,312.202,0.00945054
2764,HD 20868 b,HD 20868,1,1,1,0,Radial Velocity,380.85001,0.95,,1.25,0.75,,,4802.0,0.76,0.39,0.05,[Fe/H],,,47.7223,0.00119325
2766,HD 208897 b,HD 208897,1,1,1,0,Radial Velocity,358.27,1.063,,1.194,0.02,,K0,4860.0,4.98,1.25,0.21,[Fe/H],1.09,,67.4872,0.0011397923999999999
2782,HD 209458 b,HD 209458,1,1,1,0,Radial Velocity,3.52474859,,1.39,0.73,0.0,86.71,,6091.0,1.19,1.23,0.01,[Fe/H],,,48.3016,0.000696858
2789,HD 210193 b,HD 210193,1,1,1,0,Radial Velocity,649.918,1.487,,0.4817,0.24,,G3 V,5790.0,,1.04,,,,,42.2029,0.00045983082
2792,HD 210277 b,HD 210277,1,1,1,0,Radial Velocity,442.19,1.13,,1.29,0.48,,,5538.0,1.07,1.01,0.22,[Fe/H],,,21.2985,0.001231434
2795,HD 210702 b,HD 210702,1,1,1,0,Radial Velocity,355.5,1.079,,1.515,0.071,,K1 IV,4912.0,4.54,1.33,-0.02,[Fe/H],1.035,,54.1963,0.0014462189999999999
2799,HD 211403 b,HD 211403,1,1,1,0,Radial Velocity,223.8,0.768,,5.54,0.084,,F7 V,6273.0,1.21,1.2,0.18,[Fe/H],,,83.0919,0.005288484
2800,HD 211810 b,HD 211810,1,1,1,0,Radial Velocity,1558.0,2.656,,0.67,0.68,,G5,5652.0,1.13,1.03,0.17,[Fe/H],0.07,,64.6353,0.0006395820000000001
2801,HD 211970 b,HD 211970,1,1,1,0,Radial Velocity,25.201,0.143,,0.0409,0.15,,K7 V,4127.0,,0.61,,,,,13.1277,3.904314e-05
2803,HD 212301 b,HD 212301,1,2,1,0,Radial Velocity,2.24571,0.03,,0.51,0.0,,,6239.0,1.16,1.55,0.18,[Fe/H],,,54.2304,0.00048684600000000003
2805,HD 212771 b,HD 212771,1,1,1,0,Radial Velocity,380.7,1.19,,2.39,0.076,,,5003.0,5.27,1.56,,,,,111.155,0.0022814940000000002
2809,HD 213240 b,HD 213240,1,2,1,0,Radial Velocity,882.70001,1.89,,5.58,0.42,,,5979.0,1.51,1.57,0.15,[Fe/H],,,40.8707,0.005326668
2810,HD 213472 b,HD 213472,1,1,1,0,Radial Velocity,17000.0,13.0,,3.5,0.53,,,5729.54,1.43,1.05,0.125,[Fe/H],,,64.4527,0.0033411
2811,HD 213519 b,HD 213519,1,1,1,0,Radial Velocity,11.12214,0.099,,0.029,0.413,,,,,1.05,,,,,41.0014,2.76834e-05
2813,HD 213885 b,HD 213885,1,1,2,0,Transit,1.008035,0.02012,0.156,0.02778,0.0,80.09,G,5978.0,1.1,1.07,-0.04,[Fe/H],0.139,3.8,48.0883,2.6518787999999998e-05
2814,HD 213885 c,HD 213885,1,1,2,0,Radial Velocity,4.78503,0.056798,,0.06277,0.0,,G,5978.0,1.1,1.07,-0.04,[Fe/H],0.139,3.8,48.0883,5.9920242000000004e-05
2815,HD 21411 b,HD 21411,1,1,1,0,Radial Velocity,84.288,0.362,,0.20734,0.4,,G8 V,5605.0,,0.89,,,,,29.1328,0.000197926764
2818,HD 214823 b,HD 214823,1,2,1,0,Radial Velocity,1854.84424,3.08,,18.61,0.161,99.51,,,,1.11,,,,,101.368,0.017765106
2820,HD 215152 b,HD 215152,1,1,4,0,Radial Velocity,5.75999,0.057638,,0.00572,0.0,,K3 V,4935.0,0.73,0.77,-0.1,[Fe/H],,,21.5974,5.460312e-06
2821,HD 215152 c,HD 215152,1,1,4,0,Radial Velocity,7.28243,0.067393,,0.00541,0.0,,K3 V,4935.0,0.73,0.77,-0.1,[Fe/H],,,21.5974,5.164386e-06
2822,HD 215152 d,HD 215152,1,1,4,0,Radial Velocity,10.86499,0.08799,,0.00881,0.0,,K3 V,4935.0,0.73,0.77,-0.1,[Fe/H],,,21.5974,8.410026e-06
2823,HD 215152 e,HD 215152,1,1,4,0,Radial Velocity,25.1967,0.15417,,0.00905,0.0,,K3 V,4935.0,0.73,0.77,-0.1,[Fe/H],,,21.5974,8.63913e-06
2824,HD 21520 b,HD 21520,1,1,1,0,Transit,25.1292,0.1726,0.241,0.05569,0.0,89.23,,5871.0,1.04,1.09,0.049,[Fe/H],0.066,5.3,79.208,5.3161674000000005e-05
2826,HD 215497 b,HD 215497,1,1,2,0,Radial Velocity,3.93404,0.05,,0.02,0.16,,,5110.0,0.85,0.67,0.2,[Fe/H],,,40.5468,1.9092e-05
2827,HD 215497 c,HD 215497,1,1,2,0,Radial Velocity,566.0,1.31,,0.35,0.47,90.0,K3 V,,,0.92,,,,5.8,40.5468,0.00033411
2830,HD 216435 b,HD 216435,1,1,1,0,Radial Velocity,1311.0,2.56,,1.26,0.07,,,5999.0,,1.3,0.244,[Fe/H],,3.0,32.9834,0.0012027960000000001
2834,HD 216437 b,HD 216437,1,1,1,0,Radial Velocity,1359.0,2.57,,4.2,0.31,148.0,G1 V,,,1.22,,,,4.9,26.6902,0.00400932
2837,HD 216520 b,HD 216520,1,1,2,0,Radial Velocity,35.45,0.198,,0.03228,0.09,,,5103.0,0.76,0.82,-0.16,[Fe/H],-0.452,6.0,19.552,3.0814488e-05
2838,HD 216520 c,HD 216520,1,1,2,0,Radial Velocity,154.43,0.528,,0.0297,0.12,,,5103.0,0.76,0.82,-0.16,[Fe/H],-0.452,6.0,19.552,2.835162e-05
2840,HD 216536 b,HD 216536,1,1,1,0,Radial Velocity,148.60001,0.61,,1.05,0.38,,,4639.0,9.83,0.81,-0.17,[Fe/H],,,376.233,0.00100233
2842,HD 216770 b,HD 216770,1,1,1,0,Radial Velocity,118.45,0.46,,0.57,0.37,,,5399.0,0.93,0.74,0.27,[Fe/H],,,36.6625,0.000544122
2843,HD 21693 b,HD 21693,1,1,2,0,Radial Velocity,22.6786,0.1455,,0.0259,0.12,,G8 V,5430.0,,0.8,0.0,[Fe/H],-0.208,,33.255,2.472414e-05
2844,HD 21693 c,HD 21693,1,1,2,0,Radial Velocity,53.7357,0.2586,,0.0547,0.07,,G8 V,5430.0,,0.8,0.0,[Fe/H],-0.208,,33.255,5.221662e-05
2845,HD 217107 b,HD 217107,1,1,2,0,Radial Velocity,7.12682,0.08,,1.3,0.13,,,5622.0,1.11,1.0,0.36,[Fe/H],,,20.0619,0.00124098
2851,HD 217107 c,HD 217107,1,1,2,0,Radial Velocity,4270.0,5.32,,2.6,0.517,,,5575.0,1.2,0.98,0.28,[M/H],0.098,,20.0619,0.00248196
2858,HD 21749 c,GJ 143,1,1,2,0,Transit,7.78993,0.0695,0.08,0.01164,,88.9,K4.5,4640.0,0.69,0.73,0.003,[Fe/H],-0.686,3.8,16.32,1.1111543999999999e-05
2860,HD 217786 b,HD 217786,1,2,2,0,Radial Velocity,1301.36009,2.446,,13.852,0.311,69.767,,,,1.14,,,,,55.4847,0.013223119200000001
2862,HD 217786 c,HD 217786,1,2,2,0,Radial Velocity,2.52221,0.038,,0.023,0.399,,,,,1.14,,,,,55.4847,2.19558e-05
2863,HD 217958 b,HD 217958,1,1,1,0,Radial Velocity,2560.19774,3.758,,0.524,0.156,91.357,,,,1.08,,,,,61.7957,0.0005002104
2865,HD 218566 b,HD 218566,1,1,1,0,Radial Velocity,225.7,0.69,,0.2,0.3,,,4730.0,0.85,0.76,0.28,[Fe/H],,,28.8274,0.00019092000000000002
2868,HD 219077 b,HD 219077,1,1,1,0,Radial Velocity,5478.68861,5.935,,9.62,0.768,90.178,,,,0.92,,,,,29.1864,0.009183252
2872,HD 219134 b,HD 219134,1,1,6,0,Radial Velocity,3.092926,0.03876,0.143,0.01491,0.0,85.05,,4699.0,0.78,0.81,0.11,[Fe/H],-0.577,11.0,6.53127,1.4233086e-05
2881,HD 219134 c,HD 219134,1,1,6,0,Radial Velocity,6.76458,0.0653,0.135,0.01372,0.062,87.28,,4699.0,0.78,0.81,0.11,[Fe/H],-0.577,11.0,6.53127,1.3097112e-05
2887,HD 219134 d,HD 219134,1,1,6,0,Radial Velocity,46.859,0.237,0.144,0.05088,0.138,,,4699.0,0.78,0.81,0.11,[Fe/H],-0.577,11.0,6.53127,4.8570048e-05
2889,HD 219134 f,HD 219134,1,1,6,0,Radial Velocity,22.717,0.1463,0.117,0.02297,0.148,,,4699.0,0.78,0.81,0.11,[Fe/H],-0.577,11.0,6.53127,2.1927162000000002e-05
2891,HD 219134 g,HD 219134,1,1,6,0,Radial Velocity,94.2,0.3753,,0.034,0.0,,K3 V,4913.0,0.77,0.79,0.08,[Fe/H],-0.509,12.46,6.53127,3.24564e-05
2892,HD 219134 h,HD 219134,1,1,6,0,Radial Velocity,2247.0,3.11,,0.34,0.06,,K3 V,4913.0,0.77,0.79,0.08,[Fe/H],-0.509,12.46,6.53127,0.000324564
2896,HD 219139 b,HD 219139,1,1,1,0,Radial Velocity,275.5,0.94,,0.78,0.11,,G5 III,4831.0,11.22,1.46,-0.2,[Fe/H],1.795,,104.935,0.000744588
2897,HD 219415 b,HD 219415,1,1,1,0,Radial Velocity,2093.3,3.2,,1.0,0.4,,K0 III,4820.0,2.9,1.0,-0.04,[Fe/H],0.62,,165.184,0.0009546
2902,HD 219666 b,HD 219666,1,1,1,0,Transit,6.04345,0.104,0.378,,,88.938,G5 V,5527.0,1.03,0.92,0.04,[Fe/H],,10.0,94.1719,
2906,HD 219828 b,HD 219828,1,1,2,0,Radial Velocity,3.83483,0.049,,0.06,0.091,,,,,1.04,,,,,73.114,5.7276e-05
2909,HD 219828 c,HD 219828,1,1,2,0,Radial Velocity,4789.87297,5.657,,16.054,0.811,122.816,,,,1.04,,,,,73.114,0.015325148399999999
2911,HD 220074 b,HD 220074,1,1,1,0,Radial Velocity,672.09998,1.6,,16.64,0.14,,,3787.0,54.92,2.2,-0.25,[Fe/H],,,324.54,0.015884544
2913,HD 220197 b,HD 220197,1,1,1,0,Radial Velocity,1728.0,2.729,,0.2,0.187,,,5683.0,0.98,0.91,-0.55,[Fe/H],,10.165,64.411,0.00019092000000000002
2915,HD 220689 b,HD 220689,1,1,1,0,Radial Velocity,2266.4,3.396,,1.118,0.054,,,5921.0,1.07,1.02,-0.07,[Fe/H],,4.586,46.8778,0.0010672428000000002
2917,HD 220773 b,HD 220773,1,1,1,0,Radial Velocity,3724.7,4.94,,1.45,0.51,,F9,5940.0,,1.16,0.09,[Fe/H],,4.4,50.5103,0.0013841699999999999
2918,HD 220842 b,HD 220842,1,2,1,0,Radial Velocity,218.47,0.74,,3.18,0.404,,F8,5960.0,,1.13,-0.17,[Fe/H],,,64.6498,0.0030356280000000003
2919,HD 221287 b,HD 221287,1,1,1,0,Radial Velocity,456.1,1.25,,3.09,0.08,,,6304.0,,1.25,-0.03,[Fe/H],0.22,1.3,55.9231,0.002949714
2920,HD 221416 b,HD 221416,1,1,1,0,Transit,14.2767,0.1228,0.836,0.19,0.115,85.75,,5080.0,2.94,1.21,-0.08,[Fe/H],0.712,4.9,95.5483,0.00018137400000000002
2924,HD 221420 b,HD 221420,1,1,1,0,Radial Velocity,10066.0,10.1,,22.0,0.12,14.0,G1 V,,,1.34,,,,3.7,31.1415,0.0210012
2928,HD 221585 b,HD 221585,1,1,1,0,Radial Velocity,1173.0,2.306,,1.61,0.123,,G8 IV,5620.0,,1.19,0.29,[Fe/H],0.422,6.2,55.8535,0.001536906
2929,HD 222076 b,HD 222076,1,1,1,0,Radial Velocity,871.0,1.83,,1.56,0.08,,K0 III,4806.0,4.1,1.07,0.05,[Fe/H],0.929,,91.1538,0.001489176
2930,HD 222155 b,HD 222155,1,1,1,0,Radial Velocity,3999.0,5.14,,2.12,0.16,,,5701.0,1.85,1.21,-0.18,[Fe/H],,,50.6078,0.002023752
2933,HD 222237 b,HD 222237,1,1,1,0,Radial Velocity,14892.0,10.8,,5.19,0.56,49.9,K3 V,4751.0,0.71,0.76,-0.32,[Fe/H],,,11.4469,0.004954374
2936,HD 222582 b,HD 222582,1,2,1,0,Radial Velocity,572.38,1.34,,8.37,0.73,,,5790.0,1.13,1.12,0.01,[Fe/H],,,42.1586,0.007990002
2939,HD 224538 b,HD 224538,1,1,1,0,Radial Velocity,1202.05199,2.375,,6.531,0.476,91.125,,,,1.23,,,,,79.0608,0.0062344926
2941,HD 224693 b,HD 224693,1,1,1,0,Radial Velocity,26.6904,0.191,,0.7,0.104,,G2 V,5894.0,1.93,1.31,0.27,[Fe/H],0.61,4.12,93.5015,0.00066822
2943,HD 22496 b,HD 22496,1,1,1,0,Radial Velocity,5.09071,0.051,,0.01753,,,,4385.0,0.67,0.68,-0.08,[Fe/H],-1.174,,13.5956,1.6734138e-05
2944,HD 22532 b,HD 22532,1,1,1,0,Radial Velocity,872.6,1.9,,2.12,0.03,,G8 III/IV,5038.0,5.69,1.57,-0.19,[Fe/H],1.274,,161.183,0.002023752
2945,HD 22781 b,HD 22781,1,1,1,0,Radial Velocity,528.07,1.167,,13.65,0.8191,,K1,5027.0,,0.75,-0.37,[Fe/H],,4.8,32.6034,0.01303029
2946,HD 22946 d,HD 22946,1,1,3,0,Transit,47.42489,0.2958,0.233,0.0836,,,,6169.0,1.12,1.1,-0.08,[Fe/H],,2.5,62.7792,7.980456e-05
2948,HD 23079 b,HD 23079,1,1,1,0,Radial Velocity,730.59998,1.6,,2.61,0.1,,,5974.0,1.07,1.12,-0.13,[Fe/H],,,33.4591,0.0024915059999999997
2951,HD 23127 b,HD 23127,1,1,1,0,Radial Velocity,1211.17,2.37,,1.527,0.406,,,5843.0,1.49,1.21,0.29,[Fe/H],,4.508,93.8555,0.0014576742
2955,HD 231701 b,HD 231701,1,1,1,0,Radial Velocity,141.63,0.567,,1.13,0.13,,F8 V,6101.0,1.53,1.21,0.05,[Fe/H],0.47,3.43,108.877,0.001078698
2956,HD 233604 b,HD 233604,1,1,1,0,Radial Velocity,192.0,0.747,,6.575,0.05,,K5,4791.0,10.9,1.5,-0.36,[Fe/H],1.75,2.4,847.058,0.006276495
2957,HD 233832 b,HD 233832,1,2,1,0,Radial Velocity,2058.0,2.827,,1.78,0.359,,,4981.0,0.68,0.71,-0.66,[Fe/H],,5.417,58.742,0.0016991880000000001
2959,HD 23472 b,HD 23472,1,1,5,0,Transit,17.667087,0.1162,0.178,0.02618,0.072,88.93,K4 V,4684.0,0.71,0.67,-0.2,[Fe/H],-0.625,,39.0341,2.4991428e-05
2964,HD 23472 c,HD 23472,1,1,5,0,Transit,29.79749,0.1646,0.167,0.01073,0.063,89.095,K4 V,4684.0,0.71,0.67,-0.2,[Fe/H],-0.625,,39.0341,1.0242858e-05
2966,HD 23472 d,HD 23472,1,1,5,0,Transit,3.97664,0.04298,0.067,0.00173,0.07,87.95,K4 V,4684.0,0.71,0.67,-0.2,[Fe/H],-0.625,,39.0341,1.6514579999999999e-06
2967,HD 23472 e,HD 23472,1,1,5,0,Transit,7.90754,0.068,0.073,0.00227,0.07,88.63,K4 V,4684.0,0.71,0.67,-0.2,[Fe/H],-0.625,,39.0341,2.166942e-06
2969,HD 23472 f,HD 23472,1,1,5,0,Transit,12.1621839,0.0906,0.101,0.00242,0.07,88.81,K4 V,4684.0,0.71,0.67,-0.2,[Fe/H],-0.625,,39.0341,2.3101319999999997e-06
2973,HD 235088 b,HD 235088,1,1,1,0,Transit,7.434151,0.071,0.185,0.01321,0.0,,,5087.0,0.8,0.85,0.105,[Fe/H],-0.412,3.4,41.1706,1.2610265999999999e-05
2975,HD 23596 b,HD 23596,1,2,1,0,Radial Velocity,1535.11912,2.694,,11.914,0.282,38.898,,,,1.1,,,,,52.0018,0.0113731044
2979,HD 238090 b,HD 238090,1,1,1,0,Radial Velocity,13.671,0.0932,,0.02168,0.3,,M0.0 V,3933.0,0.57,0.58,-0.03,[Fe/H],-1.154,,15.2354,2.0695728000000002e-05
2980,HD 238914 b,HD 238914,1,1,1,0,Radial Velocity,4100.0,5.7,,6.0,0.56,,,4769.0,12.73,1.47,-0.25,[Fe/H],1.85,,519.452,0.0057276
2981,HD 240210 b,HD 240210,1,1,1,0,Radial Velocity,501.75,1.16,,5.21,0.15,,K3 III,4297.0,,0.82,-0.18,[Fe/H],1.55,,372.405,0.004973466
2982,HD 240237 b,HD 240237,1,1,1,0,Radial Velocity,745.70001,1.92,,15.89,0.4,,,3926.0,71.23,8.76,-0.25,[Fe/H],,,933.377,0.015168594
2987,HD 24040 b,HD 24040,1,1,2,0,Radial Velocity,3668.0,4.92,,3.86,0.04,,,5802.0,1.3,1.11,0.19,[Fe/H],,,46.6224,0.003684756
2989,HD 24040 c,HD 24040,1,1,2,0,Radial Velocity,515.4,1.3,,0.201,0.11,,,5776.49,1.39,1.1,0.197,[Fe/H],,,46.6224,0.00019187460000000001
2991,HD 24064 b,HD 24064,1,1,1,0,Radial Velocity,535.59998,1.29,,12.89,0.35,,,4052.0,40.0,1.61,-0.49,[Fe/H],,,300.247,0.012304794
2992,HD 24085 b,HD 24085,1,1,1,0,Radial Velocity,2.0455,0.034,,0.03713,0.22,,G0 V,6034.0,,1.22,,,,,54.9004,3.5444298e-05
2994,HD 25015 b,HD 25015,1,1,1,0,Radial Velocity,6134.427,6.248,,9.077,0.341,32.046,,,,0.86,,,,,37.433,0.0086649042
2997,HD 25171 b,HD 25171,1,2,1,0,Radial Velocity,1802.29,2.971,,0.915,0.042,,,6125.0,1.23,1.08,-0.12,[Fe/H],,4.802,55.6146,0.000873459
2999,HD 25463 b,HD 25463,1,1,2,0,Transit,7.0491423,0.076,0.227,0.02737,0.0,,,6353.0,1.42,1.25,-0.018,[Fe/H],0.473,2.3,45.6181,2.6127402e-05
3002,HD 25463 c,HD 25463,1,1,2,0,Transit,3.04405,0.0443,0.122,0.01353,0.0,,,6353.0,1.42,1.25,-0.018,[Fe/H],0.473,2.3,45.6181,1.2915738e-05
3004,HD 25723 b,HD 25723,1,1,1,0,Radial Velocity,457.01,1.49,,2.5,0.04,,K1 III,4766.0,13.76,2.12,-0.03,[Fe/H],1.944,0.95,114.816,0.0023865
3005,HD 25912 b,HD 25912,1,1,2,0,Radial Velocity,41.83156,0.242,,0.12,0.05,,,,,1.08,,,,,49.1661,0.000114552
3006,HD 25912 c,HD 25912,1,1,2,0,Radial Velocity,26308.65619,17.848,,16.527,0.051,88.333,,,,1.08,,,,,49.1661,0.0157766742
3008,HD 260655 b,HD 260655,1,1,2,0,Transit,2.76953,0.02933,0.111,0.00673,0.039,87.35,M0 V,3803.0,0.44,0.44,-0.43,[Fe/H],-1.44,5.0,10.0055,6.424458e-06
3010,HD 260655 c,HD 260655,1,1,2,0,Transit,5.70588,0.04749,0.137,0.00972,0.038,87.79,M0 V,3803.0,0.44,0.44,-0.43,[Fe/H],-1.44,5.0,10.0055,9.278712e-06
3011,HD 26161 b,HD 26161,1,1,1,0,Radial Velocity,10942.29013,10.087,,28.46,0.922,59.558,,,,1.12,,,,,40.9128,0.027167916
3014,HD 2638 b,HD 2638,1,3,1,0,Radial Velocity,3.4442,0.04,,0.42,0.0,,,5186.0,0.94,0.77,0.13,[Fe/H],,,54.9621,0.000400932
3018,HD 2685 b,HD 2685,1,1,1,0,Transit,4.12688,0.0568,1.44,1.17,0.091,89.252,,6801.0,1.56,1.43,0.02,[Fe/H],0.668,1.31,196.852,0.001116882
3021,HD 27442 b,HD 27442,1,2,1,0,Radial Velocity,428.1,1.271,,1.56,0.06,,,4846.0,,1.23,0.42,[Fe/H],,,18.2704,0.001489176
3024,HD 27631 b,HD 27631,1,1,1,0,Radial Velocity,2198.14,3.242,,1.494,0.141,,,5737.0,0.92,0.94,-0.12,[Fe/H],,4.01,50.2862,0.0014261724
3025,HD 27894 b,HD 27894,1,1,3,0,Radial Velocity,18.01939,0.125,,0.619,0.047,,,,,0.81,,,,,43.8214,0.0005908974
3029,HD 27894 c,HD 27894,1,1,3,0,Radial Velocity,36.07,0.198,,0.162,0.015,,K2 V,,,0.8,0.3,[Fe/H],,,43.8214,0.0001546452
3031,HD 27894 d,HD 27894,1,1,3,0,Radial Velocity,5019.54244,5.362,,6.493,0.343,101.524,,,,0.81,,,,,43.8214,0.0061982178
3032,HD 27969 b,HD 27969,1,1,1,0,Radial Velocity,654.5,1.552,,4.8,0.182,,G0 V,5966.0,1.27,1.16,0.18,[Fe/H],,,67.9328,0.00458208
3034,HD 28109 b,HD 28109,1,1,3,0,Transit,22.89104,0.1357,0.196,0.05819,0.3307,87.725,F8/G0 V,6120.0,1.45,1.26,0.0,[Fe/H],,1.1,139.611,5.5548174e-05
3035,HD 28109 c,HD 28109,1,1,3,0,Transit,56.00819,0.308,0.377,0.02499,0.1203,89.543,F8/G0 V,6120.0,1.45,1.26,0.0,[Fe/H],,1.1,139.611,2.3855454e-05
3038,HD 28109 d,HD 28109,1,1,3,0,Transit,84.25999,0.411,0.29,0.01787,0.0864,89.682,F8/G0 V,6120.0,1.45,1.26,0.0,[Fe/H],,1.1,139.611,1.7058702000000002e-05
3041,HD 28185 b,HD 28185,1,1,2,0,Radial Velocity,385.52775,1.035,,5.837,0.055,,,,,0.99,,,,,39.3809,0.0055720002
3045,HD 28185 c,HD 28185,1,1,2,0,Radial Velocity,17417.92079,13.176,,19.639,0.12,57.65,,,,0.99,,,,,39.3809,0.018747389399999998
3046,HD 28192 b,HD 28192,1,1,1,0,Radial Velocity,14.23283,0.118,,0.314,0.104,,,,,1.08,,,,,49.8063,0.0002997444
3048,HD 28254 b,HD 28254,1,2,1,0,Radial Velocity,1333.0,2.45,,3.8,0.95,162.0,G5 V,,,1.1,,,,6.0,55.2884,0.0036274799999999998
3049,HD 284149 AB b,HD 284149 A,1,2,1,0,Imaging,,431.16,,26.28,,,,6035.0,1.36,,,,0.342,0.025,117.807,0.025086888
3051,HD 285507 b,HD 285507,1,1,1,0,Radial Velocity,6.0881,0.06,,0.98,0.09,,,4503.0,0.69,0.82,0.13,[Fe/H],,,45.0293,0.0009355079999999999
